Name,World,Type,Etat,SubEtat,Flag,DES,ETA,OffsetBX,OffsetBY,OffsetHY,FollowSprite,HitPoints,UnkGroup,HitSprite,FollowEnabled,LabelOffsets,Commands
,Cave,57,0,4,,37,4,28,18,0,0,10,4,254,0,53_47,2_100_23_0_11_99_5_5_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_1_254_0_23_1_33_255
,Mountain,57,0,7,,18,14,28,18,0,0,10,4,254,0,,20_1_0_255_33_255
,Cave,57,0,7,,37,4,28,18,0,0,10,4,254,0,,20_1_0_255_33_255
,Mountain,57,0,8,,18,14,28,18,0,0,10,4,254,0,,20_1_0_255_33_255
,Cave,57,0,8,,37,4,28,18,0,0,10,4,254,0,,20_1_0_255_33_255
,Jungle,58,0,6,,12,7,80,89,0,0,2,7,254,0,,2_200_33_255
,Jungle,58,0,6,,12,7,80,89,0,0,2,4,254,0,,2_200_33_255
,Music,58,0,6,,10,6,80,89,0,0,2,7,254,0,,2_200_33_255
,Mountain,58,0,6,,12,7,80,89,0,0,2,7,254,0,,2_200_33_255
,Mountain,58,0,6,,12,7,80,89,0,0,2,0,254,0,,2_200_33_255
,Image,58,0,6,,14,8,80,89,0,0,2,7,254,0,,2_200_33_255
,Image,58,0,6,,14,8,80,89,0,0,2,4,254,0,,2_200_33_255
,Cave,58,0,6,,13,9,80,89,0,0,2,7,254,0,,2_200_33_255
,Jungle,58,2,4,,12,7,80,89,0,0,2,4,254,0,,2_200_33_255
,Music,58,2,4,,10,6,80,89,0,0,2,7,254,0,,2_200_33_255
,Mountain,58,2,4,,12,7,80,89,0,0,2,7,254,0,,2_200_33_255
,Image,58,2,4,,14,8,80,89,0,0,2,4,254,0,,2_200_33_255
,Image,58,2,4,,14,8,80,89,0,0,2,7,254,0,,2_200_33_255
,Cave,58,2,4,,13,9,80,89,0,0,2,7,254,0,,2_200_33_255
,Jungle,59,0,9,,12,7,80,89,0,0,0,7,254,0,,2_200_33_255
,Music,59,0,9,,10,6,80,89,0,0,0,7,254,0,,2_200_33_255
,Mountain,59,0,9,,12,7,80,89,0,0,0,7,254,0,,2_200_33_255
,Image,59,0,9,,14,8,80,89,0,0,0,7,254,0,,30_200_33_255
,Cave,59,0,9,,13,9,80,89,0,0,0,7,254,0,,2_200_33_255
,Cake,59,0,9,,14,11,80,89,0,0,0,7,254,0,,2_200_33_255
,Cake,60,0,0,,15,14,80,96,0,0,8,4,254,0,9_29_73_73_73_9_29,11_0_8_0_5_7_19_1_11_2_0_200_8_0_5_0_19_1_24_0_11_1_8_0_5_7_19_1_11_3_1_200_8_0_5_0_19_1_24_1_11_4_8_2_5_1_20_1_0_254_24_2_11_5_8_0_5_2_20_1_0_0_24_3_11_6_8_1_5_21_24_4_11_7_17_0_0_26_5_24_6_33_255
,Cake,61,0,0,,16,15,80,96,0,0,4,4,255,0,9_31_83_83_83_9_31,11_0_8_0_5_7_19_1_11_2_0_200_2_1_8_0_5_0_19_1_24_0_11_1_8_0_5_7_19_1_11_3_1_200_2_1_8_0_5_0_19_1_24_1_11_4_8_2_5_1_20_1_0_254_24_2_11_5_8_0_5_2_20_1_0_0_24_3_11_6_8_0_5_22_19_1_8_1_5_0_24_4_11_7_17_0_0_26_5_24_6_33_255
,Cake,62,2,0,,31,27,64,80,64,0,0,7,254,0,1_7,11_0_0_100_23_0_11_1_1_100_23_1_33_255
,Music,63,0,1,,13,11,64,0,12,0,0,4,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_32_0_23_1_11_99_20_1_224_0_23_2_33_255
,Music,63,0,1,,13,11,64,0,12,0,0,4,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_224_0_23_1_11_99_20_1_32_0_23_2_33_255
,Music,63,0,1,,13,11,64,0,6,0,0,1,0,32,69_7_15_23_31_39_47_55_63,2_10_23_0_11_0_5_10_20_1_16_0_23_1_11_99_20_1_0_240_23_2_11_99_20_1_16_240_23_3_11_99_20_1_16_0_23_4_11_99_20_1_16_16_23_5_11_99_20_1_16_0_23_6_11_99_20_1_0_16_23_7_11_99_20_1_0_0_23_8_33_255
,Mountain,63,0,1,,13,10,64,0,12,0,0,5,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_32_0_23_1_11_99_20_1_224_0_23_2_33_255
,Mountain,63,0,1,,13,10,64,0,12,0,0,4,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_32_0_23_1_11_99_20_1_224_0_23_2_33_255
,Mountain,63,0,1,,13,10,64,0,6,0,0,4,0,32,165_7_15_23_31_39_47_55_63_71_79_87_95_103_111_119_127_135_143_151_159,2_10_23_0_11_0_5_10_20_1_16_0_23_1_11_99_20_1_32_0_23_2_11_99_20_1_16_248_23_3_11_99_20_1_16_240_23_4_11_99_20_1_0_240_23_5_11_99_20_1_240_240_23_6_11_99_20_1_240_224_23_7_11_99_20_1_0_224_23_8_11_99_20_1_16_224_23_9_11_99_20_1_16_240_23_10_11_99_20_1_32_240_23_11_11_99_20_1_32_0_23_12_11_99_20_1_32_16_23_13_11_99_20_1_16_16_23_14_11_99_20_1_16_0_23_15_11_99_20_1_32_240_23_16_11_99_20_1_32_0_23_17_11_99_20_1_8_0_23_18_11_99_20_1_16_0_23_19_11_99_20_1_32_16_23_20_33_255
,Mountain,63,0,1,,13,10,64,0,12,0,0,5,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_224_0_23_1_11_99_20_1_32_0_23_2_33_255
,Mountain,63,0,1,,13,10,64,0,6,0,0,5,0,32,165_7_15_23_31_39_47_55_63_71_79_87_95_103_111_119_127_135_143_151_159,2_10_23_0_11_0_5_10_20_1_16_0_23_1_11_99_20_1_32_0_23_2_11_99_20_1_16_248_23_3_11_99_20_1_16_240_23_4_11_99_20_1_0_240_23_5_11_99_20_1_240_240_23_6_11_99_20_1_240_224_23_7_11_99_20_1_0_224_23_8_11_99_20_1_16_224_23_9_11_99_20_1_16_240_23_10_11_99_20_1_32_240_23_11_11_99_20_1_32_0_23_12_11_99_20_1_32_16_23_13_11_99_20_1_16_16_23_14_11_99_20_1_16_0_23_15_11_99_20_1_32_240_23_16_11_99_20_1_32_0_23_17_11_99_20_1_8_0_23_18_11_99_20_1_16_0_23_19_11_99_20_1_32_16_23_20_33_255
,Cave,63,0,1,,14,12,64,0,12,0,0,4,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_32_0_23_1_11_99_20_1_224_0_23_2_33_255
,Cave,63,0,1,,14,12,64,0,12,0,0,4,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_224_0_23_1_11_99_20_1_32_0_23_2_33_255
,Cake,63,0,1,,17,16,64,0,12,0,0,5,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_224_0_23_1_11_99_20_1_32_0_23_2_33_255
,Image,63,0,11,,13,7,80,80,4,0,0,5,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_32_0_23_1_11_99_20_1_224_0_23_2_33_255
,Image,63,0,11,,13,7,80,80,4,0,0,5,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_0_224_23_1_11_99_20_1_0_32_23_2_33_255
,Image,63,0,11,,13,7,80,80,4,0,0,5,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_224_0_23_1_11_99_20_1_32_0_23_2_33_255
,Image,63,0,11,,13,7,80,80,4,0,0,5,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_0_32_23_1_11_99_20_1_0_224_23_2_33_255
,Jungle,63,0,16,,16,13,40,0,18,0,0,4,0,32,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_32_0_23_1_11_99_20_1_224_0_23_2_33_255
,Jungle,64,0,0,,12,8,80,96,50,0,0,4,0,0,,2_254_33_255
,Jungle,64,0,0,,12,8,80,96,50,0,1,4,0,0,,2_254_33_255
,Music,64,0,0,,10,7,80,96,50,0,1,1,0,0,,2_254_33_255
,Music,64,0,0,,10,7,80,96,50,0,0,4,0,0,,2_254_33_255
,Music,64,0,0,,10,7,80,96,50,0,0,1,0,0,,2_254_33_255
,Mountain,64,0,0,,12,8,80,96,50,0,1,1,0,0,,2_254_33_255
,Mountain,64,0,0,,12,8,80,96,50,0,0,1,0,0,,2_254_33_255
,Jungle,64,0,2,,12,8,80,96,50,0,3,4,0,0,,2_254_33_255
,Mountain,64,0,2,,12,8,80,96,50,0,2,1,0,0,,2_254_33_255
,Jungle,67,0,2,,16,13,0,0,25,8,0,4,0,32,,2_254_33_255
,Mountain,69,2,2,,14,11,80,96,80,3,2,4,255,0,,2_254_33_255
,Cave,69,2,2,,39,13,80,96,80,3,2,4,255,0,,2_254_33_255
,Music,70,0,0,,11,9,80,92,48,0,2,4,254,0,9_23,11_8_11_2_11_3_8_0_5_0_19_4_23_0_11_4_8_2_5_1_20_1_0_253_30_200_23_1_11_5_8_0_5_2_19_1_19_1_11_6_8_0_5_5_19_1_33_255
,Music,70,0,0,,11,9,80,92,48,0,2,4,254,0,11_25_7,1_1_11_8_11_2_11_3_8_0_5_0_19_4_23_0_11_4_8_2_5_1_20_1_0_253_30_200_23_1_11_5_8_0_5_2_19_1_19_1_11_6_8_0_5_5_19_1_23_2_33_255
,Music,70,0,0,,11,9,80,92,48,0,2,4,254,0,11_25_7,1_1_11_8_11_2_11_3_8_0_5_0_19_4_23_0_11_4_8_2_5_1_20_1_0_253_30_200_23_1_11_5_8_0_5_6_19_1_19_1_11_6_8_0_5_8_19_1_23_2_33_255
,Music,70,0,0,,11,9,80,92,48,0,2,4,254,0,9_23,11_8_11_2_11_3_8_0_5_0_19_4_23_0_11_4_8_2_5_1_20_1_0_253_30_200_23_1_11_5_8_0_5_6_19_1_19_1_11_6_8_0_5_8_19_1_33_255
,Image,72,2,7,,17,13,80,96,48,0,3,4,254,0,,30_254_33_255
,Image,73,2,1,,17,13,80,96,90,0,0,7,254,0,1_25,11_0_20_0_224_0_29_0_20_10_240_8_20_5_248_16_20_5_8_16_20_10_16_8_11_1_20_0_32_0_29_1_20_10_16_8_20_5_8_16_20_5_248_16_20_10_240_8_33_255
,Music,74,0,2,,12,10,128,200,32,0,12,2,255,0,11,2_254_23_0_11_0_19_1_2_201_5_6_33_255
,Image,75,0,0,,33,28,112,0,0,0,0,7,0,0,,
,Image,77,0,14,,18,14,80,96,32,0,5,4,255,0,,30_254_33_255
,Image,78,2,3,,18,14,80,96,72,0,0,7,254,0,1_7,11_0_0_254_23_0_11_1_1_254_23_1_33_255
,Mountain,79,0,9,,19,14,16,16,0,0,0,7,254,0,,0_200_33_255
,Cave,79,0,9,,9,4,16,16,0,0,0,7,254,0,,0_200_33_255
,Mountain,79,0,10,,19,14,16,16,0,0,0,7,254,0,,1_200_33_255
,Cave,79,0,10,,9,4,16,16,0,0,0,7,254,0,,1_200_33_255
,Mountain,79,0,11,,19,14,16,16,0,0,0,7,254,0,,0_200_33_255
,Cave,79,0,11,,9,4,16,16,0,0,0,7,254,0,,0_200_33_255
,Mountain,79,0,12,,19,14,16,16,0,0,0,7,254,0,,1_200_33_255
,Cave,79,0,12,,9,4,16,16,0,0,0,7,254,0,,1_200_33_255
,Mountain,79,0,13,,19,14,16,16,0,0,0,7,254,0,,0_200_33_255
,Cave,79,0,13,,9,4,16,16,0,0,0,7,254,0,,0_200_33_255
,Mountain,79,0,14,,19,14,16,16,0,0,0,7,254,0,,1_200_33_255
,Cave,79,0,14,,9,4,16,16,0,0,0,7,254,0,,1_200_33_255
,Music,81,0,0,,14,12,128,192,12,0,0,1,255,32,1_1,11_0_2_200_24_0_11_2_5_2_19_7_5_1_19_1_19_1_24_1_33_255
,All,82,6,2,,4,2,80,64,0,0,2,7,0,0,,2_254_33_255
,Jungle,83,0,0,,11,6,80,96,48,0,0,7,254,0,,2_200_33_255
,Music,83,0,0,,23,20,80,96,48,0,0,7,254,0,,2_200_33_255
,Mountain,83,0,0,,25,20,80,96,48,0,0,7,254,0,,2_200_33_255
,Image,83,0,0,,20,16,80,96,48,0,0,7,254,0,,30_200_33_255
,Cake,83,0,0,,19,18,80,96,48,0,0,7,254,0,,2_200_33_255
,Music,85,0,6,,15,13,80,96,50,0,0,4,0,0,,2_254_33_255
,Music,86,0,4,,15,13,56,128,16,1,0,4,0,32,,2_254_33_255
,Music,86,0,4,,15,13,56,128,16,1,1,4,0,32,27_5_13_21,2_254_23_0_11_99_20_0_0_254_23_1_11_99_20_0_0_254_23_2_11_99_20_0_0_254_23_3_33_255
,Music,87,0,7,,15,13,16,30,4,0,0,4,0,32,13,2_200_23_0_11_0_2_5_8_2_5_0_2_254_33_255
,Music,87,0,9,,15,13,16,32,4,0,0,4,0,32,13,2_200_23_0_11_0_2_5_8_2_5_2_2_254_33_255
,Music,88,0,8,,15,13,16,16,2,0,0,4,0,32,13,2_200_23_0_11_0_2_5_8_2_5_1_2_254_33_255
,Cave,89,0,1,,29,28,80,100,10,0,0,4,254,0,1_11_1_61_11_11,11_0_8_0_5_1_19_1_24_0_11_1_8_0_5_2_19_1_24_1_11_2_8_0_5_1_19_1_5_3_19_1_5_5_19_1_5_10_19_1_5_5_19_1_5_1_19_1_24_2_11_3_8_0_5_8_19_3_24_3_11_4_8_0_5_6_19_3_24_4_11_5_8_0_5_4_19_1_5_7_19_1_5_9_19_1_24_5_33_255
,Music,90,2,0,,17,14,80,72,12,0,1,7,254,0,,11_1_2_254_33_255
,Music,91,2,1,,17,14,80,80,12,0,1,7,254,0,,11_1_2_254_33_255
,Music,92,2,2,,17,14,80,80,12,0,1,7,254,0,,11_1_2_254_33_255
,Music,93,2,3,,17,14,80,72,12,0,1,7,0,0,,11_1_2_254_33_255
,All,94,5,1,,4,2,60,48,32,0,0,7,254,0,,
,All,95,5,7,,4,2,80,80,48,0,0,7,254,0,,
,All,95,5,7,,4,2,80,80,48,0,0,4,254,0,,
,All,95,5,14,,4,2,80,80,48,0,0,7,254,0,,
,All,95,5,14,,4,2,80,80,48,0,0,0,254,0,,
,All,95,5,14,,4,2,80,80,48,0,0,1,254,0,,
,Mountain,96,1,3,,16,13,80,32,0,0,5,1,254,0,,2_254_33_255
,Mountain,97,2,6,,21,16,80,96,9,2,0,7,254,32,,11_1_2_200_33_255
,All,99,0,19,,1,0,80,78,20,0,0,7,0,0,,
,All,99,0,19,,1,0,80,78,20,0,0,4,0,0,,
,All,99,0,19,,1,0,80,78,20,0,0,1,0,0,,
,Music,100,2,0,,18,15,80,96,38,0,6,4,255,0,12_16_26_26_26_26_26_89_26_26_26,11_5_17_2_0_26_0_1_2_24_1_11_6_0_2_11_0_8_2_5_0_19_1_24_2_11_7_30_10_24_3_11_1_8_0_5_0_19_1_19_1_19_1_24_4_11_2_8_0_5_1_19_1_24_5_11_3_20_1_0_0_8_0_5_7_19_1_24_6_11_4_17_3_2_26_7_8_0_5_2_19_1_19_1_19_1_24_8_11_9_5_2_19_1_24_9_11_8_8_1_5_0_19_1_24_10_33_255
,Mountain,101,0,5,,23,18,80,0,10,0,1,4,255,0,,2_254_33_255
,Cave,101,0,5,,23,22,80,0,10,0,1,4,255,0,,2_254_33_255
,Mountain,101,0,6,,23,18,80,80,10,0,0,4,255,0,,2_254_33_255
,Cave,101,0,6,,23,22,80,80,10,0,0,4,255,0,,2_254_33_255
,Music,102,2,5,,17,14,80,80,12,0,1,7,254,0,,11_1_2_254_33_255
,Cave,103,2,1,,21,20,80,80,48,0,0,4,0,0,,5_1_0_1_20_1_255_0_19_1_5_2_0_1_20_1_254_0_19_1_5_1_0_1_20_1_255_0_19_1_5_2_0_1_20_1_254_0_19_1_5_3_1_1_20_1_0_0_19_1_5_1_1_1_20_1_1_0_19_1_5_2_1_1_20_1_2_0_19_1_5_1_1_1_20_1_1_0_19_1_5_2_1_1_20_1_2_0_19_1_5_3_0_1_20_1_0_0_19_1_33_255
,Cave,104,2,5,,21,20,80,80,48,0,0,4,254,0,3_31_1_3_31,11_2_11_6_8_2_5_5_1_1_20_1_1_0_19_1_24_0_11_7_8_2_5_7_20_1_0_0_19_1_11_5_8_2_5_5_0_1_20_1_255_0_19_1_24_1_11_8_8_2_5_7_20_1_0_0_19_1_24_2_11_3_8_2_5_6_1_1_20_1_0_0_19_1_8_2_5_4_30_50_24_3_11_4_8_2_5_6_0_1_20_1_0_0_19_1_8_2_5_4_30_50_24_4_33_255
,Cave,105,0,1,,23,22,18,32,5,0,0,4,254,32,,2_254_33_255
,Mountain,107,0,3,,23,18,18,32,0,0,0,4,255,0,,2_254_33_255
,Cave,107,0,3,,23,22,18,32,0,0,0,4,255,0,,2_254_33_255
,Cake,108,2,2,,14,13,16,64,48,0,0,7,0,0,,2_254_33_255
,Mountain,109,0,0,,21,16,80,96,16,2,4,7,254,32,,2_254_33_255
,Cave,109,0,0,,38,18,80,96,16,2,4,7,254,32,,2_254_33_255
,Mountain,110,2,0,,21,16,80,96,0,0,0,7,0,0,,11_1_2_254_33_255
,Cave,110,2,0,,38,18,80,96,0,0,0,7,0,0,,11_1_2_254_33_255
,Mountain,111,0,2,,21,16,160,176,16,2,4,7,254,0,,2_254_33_255
,Image,112,0,37,,19,15,128,200,100,0,0,7,254,0,,
,Music,113,0,4,,19,16,112,112,3,0,0,4,253,0,,5_4_19_1_5_5_2_30_33_255
,Mountain,115,0,4,,13,10,64,0,12,0,0,7,0,32,1,3_56_2_254_23_0_33_255
,Cake,116,0,0,,18,17,80,96,30,0,2,4,255,0,146_38_64_14_26_14_26_146_146_14_26_146,11_8_17_70_27_0_17_2_0_26_1_24_2_11_0_8_0_5_1_20_25_253_0_24_3_11_1_8_0_5_1_20_25_3_0_24_4_11_3_20_6_1_0_0_1_8_0_5_4_20_4_1_0_20_4_0_0_20_8_255_0_24_5_11_4_20_6_255_0_1_1_8_0_5_4_20_4_255_0_20_4_0_0_20_8_1_0_24_6_11_5_8_0_5_5_20_12_254_0_20_10_255_1_20_8_0_0_8_0_5_3_20_30_1_255_24_7_11_6_8_0_5_5_20_12_2_0_20_10_1_1_20_8_0_0_8_0_5_3_20_30_255_255_24_8_11_2_17_0_0_26_9_24_10_11_7_8_0_5_6_19_1_24_11_33_255
,Cake,117,0,0,,18,17,80,96,30,0,1,4,255,0,10_60_10_60,11_2_17_2_0_26_0_24_1_11_0_0_1_8_0_5_8_20_30_255_0_20_10_255_1_20_10_254_2_20_30_254_1_20_90_254_0_20_30_254_255_20_200_254_254_20_200_254_254_20_200_254_254_20_200_254_254_24_2_11_1_1_1_8_0_5_8_20_30_1_0_20_10_1_1_20_10_2_2_20_30_2_1_20_90_2_0_20_30_2_255_20_200_2_254_20_200_2_254_20_200_254_254_20_200_254_254_24_3_33_255
,Cake,119,2,0,,18,17,80,98,74,0,0,7,254,0,,2_254_33_255
,Music,120,0,0,,21,18,160,248,0,0,200,1,255,0,1_1_1_1_7_7_7_7_1,11_0_30_1_24_0_11_1_5_1_2_50_5_2_24_1_11_2_5_1_2_50_5_3_24_2_11_3_5_1_2_50_5_4_24_3_11_4_5_9_20_100_8_0_24_4_11_5_5_10_20_100_248_0_24_5_11_6_5_12_20_232_4_0_24_6_11_7_5_13_20_232_252_0_24_7_11_8_5_14_24_8_33_255
,Mountain,121,2,3,,12,7,24,14,0,3,0,7,254,0,1_7,11_0_0_100_23_0_11_1_1_100_23_1_33_255
,Mountain,122,0,0,,15,12,80,96,64,3,2,7,254,0,1_13_46_40_46_46_40_1_13_40,11_0_0_200_8_0_5_0_19_3_24_0_11_1_1_200_8_0_5_0_19_3_24_1_11_2_8_2_5_0_20_1_0_252_17_0_0_26_2_11_7_1_200_24_3_11_6_0_200_24_4_11_8_20_1_0_0_8_0_5_0_19_1_8_2_11_9_5_0_20_1_0_250_17_0_0_26_5_24_6_11_4_8_0_5_1_19_1_8_0_5_0_19_1_11_3_17_0_0_26_7_24_8_11_5_8_2_5_1_20_1_0_254_17_0_0_26_9_33_255
,Jungle,123,0,0,,21,18,80,80,48,3,1,4,254,0,1_1_21_27,11_1_30_200_24_0_11_4_8_0_5_2_19_1_20_1_0_254_24_1_11_2_0_200_24_2_11_3_1_200_24_3_33_255
,Jungle,123,0,0,,21,18,80,80,48,2,1,4,254,0,1_1_29_35,11_1_30_200_24_0_11_4_8_0_5_2_19_1_20_1_0_254_30_12_8_0_5_3_19_1_24_1_11_2_0_200_24_2_11_3_1_200_24_3_33_255
,Music,123,0,0,,22,19,80,80,48,2,1,4,254,0,1_1_29_35,11_1_30_200_24_0_11_4_8_0_5_2_19_1_20_1_0_254_30_12_8_0_5_3_19_1_24_1_11_2_0_200_24_2_11_3_1_200_24_3_33_255
,Music,123,0,0,,22,19,80,80,48,3,1,4,254,0,1_1_21_27,11_1_30_200_24_0_11_4_8_0_5_2_19_1_20_1_0_254_24_1_11_2_0_200_24_2_11_3_1_200_24_3_33_255
,Mountain,123,0,0,,24,19,80,80,48,2,1,4,254,0,1_1_29_35,11_1_30_200_24_0_11_4_8_0_5_2_19_1_20_1_0_254_30_12_8_0_5_3_19_1_24_1_11_2_0_200_24_2_11_3_1_200_24_3_33_255
,Image,123,0,0,,21,17,80,80,48,2,1,4,254,0,1_1_29_35,11_1_30_200_24_0_11_4_8_0_5_2_19_1_20_1_0_254_30_12_8_0_5_3_19_1_24_1_11_2_0_200_24_2_11_3_1_200_24_3_33_255
,Cave,123,0,0,,22,21,80,80,48,3,1,4,254,0,1_1_21_27,11_1_30_200_24_0_11_4_8_0_5_2_19_1_20_1_0_254_24_1_11_2_0_200_24_2_11_3_1_200_24_3_33_255
,Jungle,123,0,1,,21,18,80,80,48,5,1,4,254,0,1_7,11_3_1_200_24_0_11_2_0_200_24_1_33_255
,Music,123,0,1,,22,19,80,80,48,5,1,4,254,0,1_7,11_3_1_200_24_0_11_2_0_200_24_1_33_255
,Image,123,0,1,,21,17,80,80,48,5,1,4,254,0,1_7,11_3_1_200_24_0_11_2_0_200_24_1_33_255
,Cave,123,0,1,,22,21,80,80,48,5,1,4,254,0,1_7,11_3_1_200_24_0_11_2_0_200_24_1_33_255
,Jungle,123,1,0,,21,18,80,80,48,1,1,4,254,0,1_7_13,11_2_0_200_24_0_11_3_1_200_24_1_11_1_30_200_24_2_33_255
,Jungle,123,1,0,,21,18,80,80,48,6,1,4,254,0,3_13_21_29_37_43,11_99_5_0_20_1_240_0_23_0_11_99_5_1_20_1_0_1_23_1_11_99_20_1_16_0_23_2_11_99_20_1_0_255_23_3_11_2_0_200_24_4_11_3_1_200_24_5_33_255
,Music,123,1,0,,22,19,80,80,48,7,1,4,254,0,3_13_21_29_41_47_53,11_99_5_0_20_1_16_0_23_0_11_99_5_1_20_1_0_1_23_1_11_99_20_1_240_0_23_2_11_99_20_1_0_255_23_3_11_5_8_2_5_1_30_200_23_4_11_2_0_200_24_5_11_3_1_200_24_6_33_255
,Music,123,1,0,,22,19,80,80,48,1,1,4,254,0,1_7_13,11_2_0_200_24_0_11_3_1_200_24_1_11_1_30_200_24_2_33_255
,Music,123,1,0,,22,19,80,80,48,6,1,4,254,0,3_13_21_29_37_43,11_99_5_0_20_1_16_0_23_0_11_99_5_1_20_1_0_1_23_1_11_99_20_1_240_0_23_2_11_99_20_1_0_255_23_3_11_2_0_200_24_4_11_3_1_200_24_5_33_255
,Music,123,1,0,,22,19,80,80,48,4,1,4,254,0,1_7_25,11_2_0_200_24_0_11_3_1_200_24_1_11_4_8_0_5_2_19_1_20_1_0_254_11_1_30_200_24_2_33_255
,Music,123,1,0,,22,19,80,80,48,6,1,4,254,0,3_13_21_29_37_43,11_99_5_0_20_1_240_0_23_0_11_99_5_1_20_1_0_1_23_1_11_99_20_1_16_0_23_2_11_99_20_1_0_255_23_3_11_2_0_200_24_4_11_3_1_200_24_5_33_255
,Mountain,123,1,0,,24,19,80,80,48,1,1,4,254,0,1_7_13,11_2_0_200_24_0_11_3_1_200_24_1_11_1_30_200_24_2_33_255
,Mountain,123,1,0,,24,19,80,80,48,7,1,4,254,0,3_13_21_29_41_47_53,11_99_5_0_20_1_240_0_23_0_11_99_5_1_20_1_0_1_23_1_11_99_20_1_16_0_23_2_11_99_20_1_0_255_23_3_11_5_8_2_5_1_30_200_23_4_11_2_0_200_24_5_11_3_1_200_24_6_33_255
,Mountain,123,1,0,,24,19,80,80,48,6,1,4,254,0,3_13_21_29_37_43,11_99_5_0_20_1_240_0_23_0_11_99_5_1_20_1_0_1_23_1_11_99_20_1_16_0_23_2_11_99_20_1_0_255_23_3_11_2_0_200_24_4_11_3_1_200_24_5_33_255
,Image,123,1,0,,21,17,80,80,48,4,1,4,254,0,1_7_25,11_2_0_200_24_0_11_3_1_200_24_1_11_4_8_0_5_2_19_1_20_1_0_254_11_1_30_200_24_2_33_255
,Image,123,1,0,,21,17,80,80,48,6,1,4,254,0,3_13_21_29_37_43,11_99_5_0_20_1_16_0_23_0_11_99_5_1_20_1_0_1_23_1_11_99_20_1_240_0_23_2_11_99_20_1_0_255_23_3_11_2_0_200_24_4_11_3_1_200_24_5_33_255
,Image,123,1,0,,21,17,80,80,48,6,1,4,254,0,3_13_21_29_37_43,11_99_5_0_20_1_240_0_23_0_11_99_5_1_20_1_0_1_23_1_11_99_20_1_16_0_23_2_11_99_20_1_0_255_23_3_11_2_0_200_24_4_11_3_1_200_24_5_33_255
,Image,123,1,0,,21,17,80,80,48,7,1,4,254,0,3_13_21_29_41_47_53,11_99_5_0_20_1_240_0_23_0_11_99_5_1_20_1_0_1_23_1_11_99_20_1_16_0_23_2_11_99_20_1_0_255_23_3_11_5_8_2_5_1_30_200_23_4_11_2_0_200_24_5_11_3_1_200_24_6_33_255
,Image,123,1,0,,21,17,80,80,48,1,1,4,254,0,1_7_13,11_2_0_200_24_0_11_3_1_200_24_1_11_1_30_200_24_2_33_255
,Cave,123,1,0,,22,21,80,80,48,1,1,4,254,0,1_7_13,11_2_0_200_24_0_11_3_1_200_24_1_11_1_30_200_24_2_33_255
,Cake,123,1,0,,20,19,80,80,48,6,1,4,254,0,3_13_21_29_37_43,11_99_5_0_20_1_240_0_23_0_11_99_5_1_20_1_0_1_23_1_11_99_20_1_16_0_23_2_11_99_20_1_0_255_23_3_11_2_0_200_24_4_11_3_1_200_24_5_33_255
,Cake,123,1,0,,20,19,80,80,48,1,1,4,254,0,1_7_13,11_2_0_200_24_0_11_3_1_200_24_1_11_1_30_200_24_2_33_255
,Jungle,124,0,13,,12,7,64,0,0,0,0,4,254,0,,
,Music,124,0,13,,10,6,64,0,0,0,0,4,254,0,,
,Mountain,124,0,13,,12,7,64,0,0,0,0,4,254,0,,
,Image,124,0,13,,14,8,64,0,0,0,0,4,254,0,,
,Cave,124,0,13,,13,9,64,0,0,0,0,4,254,0,,
,Jungle,130,0,5,,21,18,80,80,48,0,0,7,0,0,,30_200_33_255
,Music,130,0,5,,22,19,80,80,48,0,0,7,0,0,,30_200_33_255
,Mountain,130,0,5,,24,19,80,80,48,0,0,7,0,0,,30_200_33_255
,Image,130,0,5,,21,17,80,80,48,0,0,7,0,0,,30_200_33_255
,Cave,130,0,5,,22,21,80,80,48,0,0,7,0,0,,30_200_33_255
,Cake,130,0,5,,20,19,80,80,48,0,0,7,0,0,,30_200_33_255
,Cave,132,2,12,,21,20,80,80,48,0,1,4,254,0,1_1_29_29_57_69,11_10_5_12_1_1_20_1_1_0_19_1_24_0_11_14_5_15_1_1_20_1_0_0_19_1_24_1_11_9_5_12_0_1_20_1_255_0_19_1_24_2_11_13_5_15_0_1_20_1_0_0_19_1_24_3_11_12_5_18_20_1_0_5_19_1_24_4_11_11_30_200_24_5_33_255
,All,133,2,18,,4,2,80,75,50,0,0,7,254,0,,2_254_33_255
