Name,MapperID,World,Type,Etat,SubEtat,Flag,DES,ETA,OffsetBX,OffsetBY,OffsetHY,FollowSprite,HitPoints,HitSprite,FollowEnabled,ConnectedEvents,LabelOffsets,Commands,LocalCommands
Horizontal cloud,MS_gat4,Cake,22,0,10,,15,14,64,0,12,0,0,0,True,,,,11_99_20_1_2_0_6_4_11_99_20_1_254_0_6_4_33_255
Vertical cloud,MS_gat7,Cake,22,0,10,,15,14,64,0,12,0,0,0,True,,,,11_99_20_1_0_254_6_4_11_99_20_1_0_2_6_4_33_255
,,Jungle,22,0,16,,16,14,40,0,18,0,0,0,True,,1_9,11_99_20_1_2_0_23_0_11_99_20_1_254_0_23_1_33_255,
,,Jungle,22,0,16,,16,14,40,0,18,0,0,0,True,,1_9,11_99_20_1_0_254_23_0_11_99_20_1_0_2_23_1_33_255,
Horizontal water lily,MS_ne4,Jungle,22,0,16,,16,14,40,0,18,0,0,0,True,,,,11_99_20_1_2_0_6_4_11_99_20_1_254_0_6_4_33_255
Vertical water lily,MS_ne7,Jungle,22,0,16,,16,14,40,0,18,0,0,0,True,,,,11_99_20_1_0_254_6_4_11_99_20_1_0_2_6_4_33_255
Steady cloud,MS_nua_eject_inst,Jungle,25,0,22,,18,16,64,0,12,0,0,0,True,,,,2_254_33_255
Water lily that disappears,MS_ne21,Jungle,26,0,21,,16,14,40,0,18,0,0,0,True,,,,2_254_33_255
,,Music,26,0,21,,13,12,64,0,12,0,0,0,True,,,2_254_33_255,
Disappearing cloud,MS_sic_disp,Music,26,0,21,,13,12,64,0,12,0,0,0,True,,,,2_254_33_255
,,Mountain,26,0,21,,12,11,64,0,12,0,0,0,True,,,2_254_33_255,
Disappearing cloud,MS_nua_disp,Mountain,26,0,21,,12,11,64,0,12,0,0,0,True,,,,2_254_33_255
,,Image,26,0,21,,14,13,64,0,12,0,0,0,True,,,2_254_33_255,
Disappearing cloud,MS_gat_disp,Image,26,0,21,,14,13,64,0,12,0,0,0,True,,,,2_254_33_255
,,Cave,26,0,21,,13,12,64,0,12,0,0,0,True,,,2_254_33_255,
Disappearing cloud,MS_nua_disp,Cave,26,0,21,,13,12,64,0,12,0,0,0,True,,,,2_254_33_255
,,Cake,26,0,21,,15,14,64,0,12,0,0,0,True,,,2_254_33_255,
Disappearing cloud,MS_gat_disp,Cake,26,0,21,,15,14,64,0,12,0,0,0,True,,,,2_254_33_255
Water lily spring,MS_ne24,Jungle,27,0,24,,16,14,40,0,18,0,0,0,True,,,,2_254_33_255
,,Music,27,0,24,,13,12,64,0,12,0,0,0,True,,,2_254_33_255,
Spring cloud,MS_sic24,Music,27,0,24,,13,12,64,0,12,0,0,0,True,,,,2_254_33_255
,,Mountain,27,0,24,,12,11,64,0,12,0,0,0,True,,,2_254_33_255,
Spring cloud,MS_nu24,Mountain,27,0,24,,12,11,64,0,12,0,0,0,True,,,,2_254_33_255
,,Image,27,0,24,,14,13,64,0,12,0,0,0,True,,,2_254_33_255,
Spring cloud,MS_gat24,Image,27,0,24,,14,13,64,0,12,0,0,0,True,,,,2_254_33_255
,,Cave,27,0,24,,13,12,64,0,12,0,0,0,True,,,2_254_33_255,
Spring cloud,MS_nu24,Cave,27,0,24,,13,12,64,0,12,0,0,0,True,,,,2_254_33_255
,,Cake,27,0,24,,15,14,64,0,12,0,0,0,True,,,2_254_33_255,
Spring cloud,MS_gat24,Cake,27,0,24,,15,14,64,0,12,0,0,0,True,,,,2_254_33_255
,,Music,28,0,20,,13,12,64,0,12,0,0,0,True,,,2_254_33_255,
Flashing cloud,MS_sic20,Music,28,0,20,,13,12,64,0,12,0,0,0,True,,,,2_254_33_255
,,Mountain,28,0,20,,12,11,64,0,12,0,0,0,True,,,2_254_33_255,
Flashing cloud,MS_nu20,Mountain,28,0,20,,12,11,64,0,12,0,0,0,True,,,,2_254_33_255
,,Image,28,0,20,,14,13,64,0,12,0,0,0,True,,,2_254_33_255,
Flashing cloud,MS_gat20,Image,28,0,20,,14,13,64,0,12,0,0,0,True,,,,2_254_33_255
,,Cave,28,0,20,,13,12,64,0,12,0,0,0,True,,,2_254_33_255,
Flashing cloud,MS_nu20,Cave,28,0,20,,13,12,64,0,12,0,0,0,True,,,,2_254_33_255
,,Cake,28,0,20,,15,14,64,0,12,0,0,0,True,,,2_254_33_255,
Flashing cloud,MS_gat20,Cake,28,0,20,,15,14,64,0,12,0,0,0,True,,,,2_254_33_255
Trempoling water lily,MS_ne23,Jungle,29,0,23,,16,14,40,0,18,0,0,0,True,,,,2_254_33_255
Bouncing cloud,MS_sic23,Music,29,0,23,,13,12,64,0,12,0,0,0,True,,,,2_254_33_255
,,Mountain,29,0,23,,12,11,64,0,12,0,0,0,True,,,2_254_33_255,
Bouncing cloud,MS_nu23,Mountain,29,0,23,,12,11,64,0,12,0,0,0,True,,,,2_254_33_255
Bouncing cloud,MS_gat23,Image,29,0,23,,14,13,64,0,12,0,0,0,True,,,,2_254_33_255
,,Cave,29,0,23,,13,12,64,0,12,0,0,0,True,,,2_254_33_255,
Bouncing cloud,MS_nu23,Cave,29,0,23,,13,12,64,0,12,0,0,0,True,,,,2_254_33_255
,,Cake,29,0,23,,15,14,64,0,12,0,0,0,True,,,2_254_33_255,
Bouncing cloud,MS_gat23,Cake,29,0,23,,15,14,64,0,12,0,0,0,True,,,,2_254_33_255
,,All,31,5,19,,4,2,80,64,32,0,200,0,False,,,2_254_33_255,
,always,All,31,5,19,Always,4,2,80,64,32,0,200,0,False,,,,2_254_33_255
,always,All,31,5,19,Always,4,2,80,64,32,0,200,0,False,,,,2_254_33_255
,always,All,31,5,19,Always,4,2,80,64,32,0,200,0,False,,,,2_254_33_255
,,All,31,5,19,,4,2,80,64,32,0,200,0,False,,,30_254_33_255,
,always,All,31,5,19,Always,4,2,80,64,32,0,200,0,False,,,,30_254_33_255
,always,All,31,5,19,Always,4,2,80,64,32,0,200,0,False,,,,2_254_33_255
,always,All,31,5,19,Always,4,2,80,64,32,0,200,0,False,,,,2_254_33_255
,always,Cake,33,0,37,Always,22,11,96,144,112,0,0,255,False,MS_dark_phase2,,,30_200_33_255
Lava rock-throwing stone man,MS_hpi,Mountain,35,0,0,,13,12,80,127,0,3,5,254,False,,,,11_4_8_0_5_7_19_1_11_2_0_200_13_9_19_1_12_2_11_5_8_0_5_7_19_1_11_3_1_200_13_9_19_1_12_3_11_0_8_0_5_3_19_1_8_0_5_4_19_1_17_2_0_15_2_12_3_11_1_8_0_5_1_19_1_17_70_16_8_11_7_8_0_5_2_19_1_12_8_11_9_8_0_17_1_1_15_6_5_0_14_11_6_5_8_14_11_8_17_0_0_15_2_12_3_33_255
Lava rock-throwing stone man,MS_hpi,Cave,35,0,0,,14,13,80,127,0,3,10,254,False,,,,11_4_8_0_5_7_19_1_11_2_0_200_13_9_19_1_12_2_11_5_8_0_5_7_19_1_11_3_1_200_13_9_19_1_12_3_11_0_8_0_5_3_19_1_8_0_5_4_19_1_17_2_0_15_2_12_3_11_1_8_0_5_1_19_1_17_70_16_8_11_7_8_0_5_2_19_1_12_8_11_9_8_0_17_1_1_15_6_5_0_14_11_6_5_8_14_11_8_17_0_0_15_2_12_3_33_255
,,Mountain,36,2,2,,13,12,80,96,80,3,2,255,False,,1_7,11_0_0_100_23_0_11_1_1_100_23_1_33_255,
,always,Mountain,36,2,2,Always,13,12,80,96,80,3,2,255,False,Lava rock-throwing stone man/Flame-launching stone man/Falling lava rock throwing stone Man/Lava rock-throwing steady stone man,,,11_0_0_100_6_4_11_1_1_100_6_4_33_255
,,Cave,36,2,2,,25,13,80,96,80,3,2,255,False,,1_7,11_0_0_100_23_0_11_1_1_100_23_1_33_255,
,always,Cave,36,2,2,Always,25,13,80,96,80,3,2,255,False,Lava rock-throwing stone man/Flame-launching stone man/Falling lava rock throwing stone Man/Lava rock-throwing steady stone man,,,11_0_0_100_6_4_11_1_1_100_6_4_33_255
,,Jungle,38,0,5,,21,19,20,34,20,0,0,0,False,,,2_200_33_255,
,always,Jungle,38,0,5,Always,21,19,20,34,20,0,0,0,False,,,,2_200_33_255
,,Jungle,39,0,38,,16,14,40,118,18,0,1,254,True,,,2_200_33_255,
,always,Jungle,39,0,38,Always,16,14,40,118,18,0,1,254,True,,,,2_200_33_255
,,Mountain,40,0,0,,14,13,80,96,64,3,2,254,False,,1_13_46_40_46_46_40_1_13_40,11_0_0_200_8_0_5_0_19_3_24_0_11_1_1_200_8_0_5_0_19_3_24_1_11_2_8_2_5_0_20_1_0_252_17_0_0_26_2_11_7_1_200_24_3_11_6_0_200_24_4_11_8_20_1_0_0_8_0_5_0_19_1_8_2_11_9_5_0_20_1_0_250_17_0_0_26_5_24_6_11_4_8_0_5_1_19_1_8_0_5_0_19_1_11_3_17_0_0_26_7_24_8_11_5_8_2_5_1_20_1_0_254_17_0_0_26_9_33_255,
Stone dog,MS_tip,Mountain,40,0,0,,14,13,80,96,64,3,2,254,False,,,,11_0_0_200_8_0_5_0_19_3_12_0_11_1_1_200_8_0_5_0_19_3_12_1_11_2_8_2_5_0_20_1_0_252_17_0_0_15_6_11_7_1_200_12_7_11_6_0_200_12_6_11_8_20_1_0_0_8_0_5_0_19_1_8_2_11_9_5_0_20_1_0_250_17_0_0_15_6_12_7_11_4_8_0_5_1_19_1_8_0_5_0_19_1_11_3_17_0_0_15_0_12_1_11_5_8_2_5_1_20_1_0_254_17_0_0_15_7_33_255
,,Cave,40,0,0,,16,15,80,96,64,3,2,254,False,,1_13_46_40_46_46_40_1_13_40,11_0_0_200_8_0_5_0_19_3_24_0_11_1_1_200_8_0_5_0_19_3_24_1_11_2_8_2_5_0_20_1_0_252_17_0_0_26_2_11_7_1_200_24_3_11_6_0_200_24_4_11_8_20_1_0_0_8_0_5_0_19_1_8_2_11_9_5_0_20_1_0_250_17_0_0_26_5_24_6_11_4_8_0_5_1_19_1_8_0_5_0_19_1_11_3_17_0_0_26_7_24_8_11_5_8_2_5_1_20_1_0_254_17_0_0_26_9_33_255,
Stone dog,MS_tip,Cave,40,0,0,,16,15,80,96,64,3,2,254,False,,,,11_0_0_200_8_0_5_0_19_3_12_0_11_1_1_200_8_0_5_0_19_3_12_1_11_2_8_2_5_0_20_1_0_252_17_0_0_15_6_11_7_1_200_12_7_11_6_0_200_12_6_11_8_20_1_0_0_8_0_5_0_19_1_8_2_11_9_5_0_20_1_0_250_17_0_0_15_6_12_7_11_4_8_0_5_1_19_1_8_0_5_0_19_1_11_3_17_0_0_15_0_12_1_11_5_8_2_5_1_20_1_0_254_17_0_0_15_7_33_255
,,Jungle,41,0,0,,12,7,18,32,0,0,0,254,False,,,2_254_33_255,
Prickly ball,MS_ouye,Jungle,41,0,0,,12,7,18,32,0,0,0,254,False,,,,2_254_33_255
,,Music,41,0,0,,25,7,18,32,0,0,0,254,False,,,2_254_33_255,
Prickly ball,MS_ouye,Music,41,0,0,,25,7,18,32,0,0,0,254,False,,,,2_254_33_255
,,Mountain,41,0,0,,21,18,18,32,0,0,0,254,False,,,2_254_33_255,
Prickly ball,MS_ouye,Mountain,41,0,0,,21,18,18,32,0,0,0,254,False,,,,2_254_33_255
,,Cave,41,0,0,,20,20,18,32,0,0,0,254,False,,,2_254_33_255,
Prickly ball,MS_ouye,Cave,41,0,0,,20,20,18,32,0,0,0,254,False,,,,2_254_33_255
,,Cake,41,0,0,,32,20,18,32,0,0,0,254,False,,,2_254_33_255,
Prickly ball,MS_ouye,Cake,41,0,0,,32,20,18,32,0,0,0,254,False,,,,2_254_33_255
,,Jungle,42,0,1,,14,10,80,96,50,0,0,255,False,,,2_254_33_255,
Right ending sign,MS_goto,Jungle,42,0,1,,14,10,80,96,50,0,0,255,False,,,,2_254_33_255
,,Music,42,0,1,,11,9,80,96,50,0,0,255,False,,,2_254_33_255,
Right ending sign,MS_goto,Music,42,0,1,,11,9,80,96,50,0,0,255,False,,,,2_254_33_255
,,Mountain,42,0,1,,11,9,80,96,50,0,0,255,False,,,2_254_33_255,
Right ending sign,MS_goto,Mountain,42,0,1,,11,9,80,96,50,0,0,255,False,,,,2_254_33_255
,,Image,42,0,1,,12,10,80,96,50,0,0,255,False,,,2_254_33_255,
Right ending sign,MS_goto,Image,42,0,1,,12,10,80,96,50,0,0,255,False,,,,2_254_33_255
,,Cave,42,0,1,,12,10,80,96,50,0,0,255,False,,,2_254_33_255,
Right ending sign,MS_goto,Cave,42,0,1,,12,10,80,96,50,0,0,255,False,,,,2_254_33_255
,,Cake,42,0,1,,12,10,80,96,50,0,0,255,False,,,2_254_33_255,
Right ending sign,MS_goto,Cake,42,0,1,,12,10,80,96,50,0,0,255,False,,,,2_254_33_255
Left ending sign,MS_pan3,Jungle,42,0,2,,14,10,80,96,50,0,0,255,False,,,,2_254_33_255
Left ending sign,MS_pan3,Music,42,0,2,,11,9,80,96,50,0,0,255,False,,,,2_254_33_255
,,Mountain,42,0,2,,11,9,80,96,50,0,0,255,False,,,2_254_33_255,
Left ending sign,MS_pan3,Mountain,42,0,2,,11,9,80,96,50,0,0,255,False,,,,2_254_33_255
,,Image,42,0,2,,12,10,80,96,50,0,0,255,False,,,2_254_33_255,
Left ending sign,MS_pan3,Image,42,0,2,,12,10,80,96,50,0,0,255,False,,,,2_254_33_255
Left ending sign,MS_pan3,Cave,42,0,2,,12,10,80,96,50,0,0,255,False,,,,2_254_33_255
,,Cake,42,0,2,,12,10,80,96,50,0,0,255,False,,,2_254_33_255,
Left ending sign,MS_pan3,Cake,42,0,2,,12,10,80,96,50,0,0,255,False,,,,2_254_33_255
,,Mountain,43,0,0,,13,12,80,127,0,3,5,254,False,,82_9_82_27_9_27_99_99_94_9_27,11_4_8_0_5_7_19_1_11_2_0_200_25_0_19_1_24_1_11_5_8_0_5_7_19_1_11_3_1_200_25_2_19_1_24_3_11_0_8_0_5_3_19_1_8_0_5_4_19_1_17_2_0_26_4_24_5_11_1_8_0_5_1_19_1_17_70_27_6_11_7_8_0_5_5_19_1_19_1_24_7_11_9_8_0_17_1_1_26_8_5_0_14_11_6_5_8_14_11_8_17_0_0_26_9_24_10_33_255,
Flame-launching stone man,MS_hpi2,Mountain,43,0,0,,13,12,80,127,0,3,5,254,False,,,,11_4_8_0_5_7_19_1_11_2_0_200_13_9_19_1_12_2_11_5_8_0_5_7_19_1_11_3_1_200_13_9_19_1_12_3_11_0_8_0_5_3_19_1_8_0_5_4_19_1_17_2_0_15_2_12_3_11_1_8_0_5_1_19_1_17_70_16_8_11_7_8_0_5_5_19_1_19_1_12_8_11_9_8_0_17_1_1_15_6_5_0_14_11_6_5_8_14_11_8_17_0_0_15_2_12_3_33_255
,,Cave,43,0,0,,14,13,80,127,0,3,10,254,False,,82_9_82_27_9_27_99_99_94_9_27,11_4_8_0_5_7_19_1_11_2_0_200_25_0_19_1_24_1_11_5_8_0_5_7_19_1_11_3_1_200_25_2_19_1_24_3_11_0_8_0_5_3_19_1_8_0_5_4_19_1_17_2_0_26_4_24_5_11_1_8_0_5_1_19_1_17_70_27_6_11_7_8_0_5_5_19_1_19_1_24_7_11_9_8_0_17_1_1_26_8_5_0_14_11_6_5_8_14_11_8_17_0_0_26_9_24_10_33_255,
Flame-launching stone man,MS_hpi2,Cave,43,0,0,,14,13,80,127,0,3,10,254,False,,,,11_4_8_0_5_7_19_1_11_2_0_200_13_9_19_1_12_2_11_5_8_0_5_7_19_1_11_3_1_200_13_9_19_1_12_3_11_0_8_0_5_3_19_1_8_0_5_4_19_1_17_2_0_15_2_12_3_11_1_8_0_5_1_19_1_17_70_16_8_11_7_8_0_5_5_19_1_19_1_12_8_11_9_8_0_17_1_1_15_6_5_0_14_11_6_5_8_14_11_8_17_0_0_15_2_12_3_33_255
,,Mountain,44,2,3,,11,8,24,14,0,3,0,254,False,,1_7,11_0_0_100_23_0_11_1_1_100_23_1_33_255,
,always,Mountain,44,2,3,Always,11,8,24,14,0,3,0,254,False,,,,11_0_0_100_6_4_11_1_1_100_6_4_33_255
,,Cave,44,2,3,,12,9,24,14,0,3,0,254,False,,1_7,11_0_0_100_23_0_11_1_1_100_23_1_33_255,
,always,Cave,44,2,3,Always,12,9,24,14,0,3,0,254,False,Flame-launching stone man,,,11_0_0_100_6_4_11_1_1_100_6_4_33_255
,,Cake,44,2,3,,12,9,24,14,0,3,0,254,False,,1_7,11_0_0_100_23_0_11_1_1_100_23_1_33_255,
,always,Cake,44,2,3,Always,12,9,24,14,0,3,0,254,False,,,,11_0_0_100_6_4_11_1_1_100_6_4_33_255
,,Mountain,45,0,0,,21,18,18,32,0,0,0,254,False,,1_9_17,11_99_20_1_2_254_23_0_11_99_20_1_2_2_23_1_11_99_20_1_254_0_23_2_33_255,
,,Mountain,45,0,0,,21,18,18,32,0,0,0,254,False,,1_9,11_99_20_1_0_254_23_0_11_99_20_1_0_2_23_1_33_255,
,,Mountain,45,0,0,,21,18,18,32,0,0,0,254,False,,1_9_17_25,11_99_20_1_254_0_23_0_11_99_20_1_0_2_23_1_11_99_20_1_2_0_23_2_11_99_20_1_0_254_23_3_33_255,
,,Mountain,45,0,0,,21,18,18,32,0,0,0,254,False,,1_9,11_99_20_1_2_0_23_0_11_99_20_1_254_0_23_1_33_255,
Horizontal prickly ball,MS_ouye2,Mountain,45,0,0,,21,18,18,32,0,0,0,254,False,,,,11_99_20_1_2_0_6_4_11_99_20_1_254_0_6_4_33_255
Vertical prickly ball,MS_ouye3,Mountain,45,0,0,,21,18,18,32,0,0,0,254,False,,,,11_99_20_1_0_254_6_4_11_99_20_1_0_2_6_4_33_255
Prickly ball in rotation,MS_ouye4,Mountain,45,0,0,,21,18,18,32,0,0,0,254,False,,,,11_99_20_1_254_0_6_10_11_99_20_1_0_2_6_10_11_99_20_1_2_0_6_10_11_99_20_1_0_254_6_10_33_255
Zigzag prickly ball,MS_ouye5,Mountain,45,0,0,,21,18,18,32,0,0,0,254,False,,,,11_99_20_1_2_254_6_7_11_99_20_1_2_2_6_7_11_99_20_1_254_0_6_7_33_255
,,Cave,45,0,0,,20,20,18,32,0,0,0,254,False,,1_9,11_99_20_1_2_0_23_0_11_99_20_1_254_0_23_1_33_255,
,,Cave,45,0,0,,20,20,18,32,0,0,0,254,False,,1_9,11_99_20_1_0_254_23_0_11_99_20_1_0_2_23_1_33_255,
Horizontal prickly ball,MS_ouye2,Cave,45,0,0,,20,20,18,32,0,0,0,254,False,,,,11_99_20_1_2_0_6_4_11_99_20_1_254_0_6_4_33_255
Vertical prickly ball,MS_ouye3,Cave,45,0,0,,20,20,18,32,0,0,0,254,False,,,,11_99_20_1_0_254_6_4_11_99_20_1_0_2_6_4_33_255
Prickly ball in rotation,MS_ouye4,Cave,45,0,0,,20,20,18,32,0,0,0,254,False,,,,11_99_20_1_254_0_6_10_11_99_20_1_0_2_6_10_11_99_20_1_2_0_6_10_11_99_20_1_0_254_6_10_33_255
Zigzag prickly ball,MS_ouye5,Cave,45,0,0,,20,20,18,32,0,0,0,254,False,,,,11_99_20_1_2_254_6_7_11_99_20_1_2_2_6_7_11_99_20_1_254_0_6_7_33_255
,,Mountain,47,2,2,,13,12,80,96,80,3,2,255,False,,,2_254_33_255,
Small bounce lava rock,MS_sto2,Mountain,47,2,2,,13,12,80,96,80,3,2,255,False,,,,2_254_33_255
,,Cave,47,2,2,,25,13,80,96,80,3,2,255,False,,,2_254_33_255,
Small bounce lava rock,MS_sto2,Cave,47,2,2,,25,13,80,96,80,3,2,255,False,,,,2_254_33_255
,,Mountain,48,0,3,,18,14,80,50,18,0,200,0,False,,,2_250_33_255,
First ground torch,MS_flamme2,Mountain,48,0,3,,18,14,80,50,18,0,200,0,False,,,,2_250_33_255
First ground torch,MS_flamme2,Cave,48,0,3,,30,5,80,50,18,0,200,0,False,,,,2_250_33_255
,,Mountain,49,0,0,,16,14,128,200,20,0,200,0,True,,47_9_17_25_33_41,2_10_23_0_11_0_5_1_11_99_20_1_0_1_23_1_11_99_20_1_0_2_23_2_11_99_20_1_0_3_23_3_11_99_20_1_0_4_23_4_11_99_20_1_0_5_23_5_33_255,
,,Mountain,49,0,0,,16,14,128,200,20,0,200,0,True,,71_9_17_25_33_41_49_57_65,2_10_23_0_11_0_5_1_11_99_20_1_1_1_23_1_11_99_20_1_0_1_23_2_11_99_20_1_255_1_23_3_11_99_20_1_0_2_23_4_11_99_20_1_0_3_23_5_11_99_20_1_0_4_23_6_11_99_20_1_0_5_23_7_11_99_20_1_0_6_23_8_33_255,
Big fat stone to the bottom,MS_bst,Mountain,49,0,0,,16,14,128,200,20,0,200,0,True,,,,2_10_6_17_11_0_5_1_11_99_20_1_0_1_6_17_11_99_20_1_0_2_6_17_11_99_20_1_0_3_6_17_11_99_20_1_0_4_6_17_11_99_20_1_0_5_6_17_33_255
Right diagonal big flat stone,MS_bst2,Mountain,49,0,0,,16,14,128,200,20,0,200,0,True,,,,2_10_6_26_11_0_5_1_11_99_20_1_255_1_6_26_11_99_20_1_0_1_6_26_11_99_20_1_1_1_6_26_11_99_20_1_0_2_6_26_11_99_20_1_0_3_6_26_11_99_20_1_0_4_6_26_11_99_20_1_0_5_6_26_11_99_20_1_0_6_6_26_33_255
Left diagonal big flat stone,MS_bst3,Mountain,49,0,0,,16,14,128,200,20,0,200,0,True,,,,2_10_6_26_11_0_5_1_11_99_20_1_1_1_6_26_11_99_20_1_0_1_6_26_11_99_20_1_255_1_6_26_11_99_20_1_0_2_6_26_11_99_20_1_0_3_6_26_11_99_20_1_0_4_6_26_11_99_20_1_0_5_6_26_11_99_20_1_0_6_6_26_33_255
Big fat stone to the bottom,MS_bst,Cave,49,0,0,,23,5,128,50,20,0,200,0,True,,,,2_10_6_17_11_0_5_1_11_99_20_1_0_1_6_17_11_99_20_1_0_2_6_17_11_99_20_1_0_3_6_17_11_99_20_1_0_4_6_17_11_99_20_1_0_5_6_17_33_255
Right diagonal big flat stone,MS_bst2,Cave,49,0,0,,23,5,128,50,20,0,200,0,True,,,,2_10_6_26_11_0_5_1_11_99_20_1_255_1_6_26_11_99_20_1_0_1_6_26_11_99_20_1_1_1_6_26_11_99_20_1_0_2_6_26_11_99_20_1_0_3_6_26_11_99_20_1_0_4_6_26_11_99_20_1_0_5_6_26_11_99_20_1_0_6_6_26_33_255
,always,All,51,2,0,Always,-1,-1,19,20,0,0,1,254,False,MS_mst2,,,30_200_33_255
,always,All,52,2,2,Always,-1,-1,40,70,0,0,1,254,False,MS_mst2,,,30_200_33_255
Falling fruit,MS_fb1,Jungle,53,0,-1,,28,25,20,32,8,0,1,254,False,,,,30_200_6_8_11_0_5_1_9_10_20_1_246_0_20_1_10_0_10_8_2_5_0_33_255
,,Jungle,53,0,0,,28,25,20,32,8,0,1,254,False,,22,30_200_23_0_11_0_5_1_9_10_20_1_246_0_20_1_10_0_10_8_2_5_0_33_255,
,,Mountain,55,0,1,,19,15,18,32,0,0,0,0,False,,,2_200_33_255,
Hippie,MS_mus_mus,Mountain,55,0,1,,19,15,18,32,0,0,0,0,False,,,,2_200_33_255
,,Mountain,56,0,0,,13,12,80,127,0,3,15,254,False,,1_23_67_57_1_1_1_1,11_10_8_0_5_14_19_1_24_0_11_11_8_0_5_10_19_1_17_70_28_1_24_2_24_3_11_0_8_0_5_3_19_1_8_0_5_4_19_1_8_0_5_14_24_4_11_1_8_0_5_1_19_1_24_5_11_7_8_0_5_9_19_1_24_6_11_12_8_0_5_13_19_2_24_7_33_255,
Lava rock-throwing steady stone man,MS_hpi4,Mountain,56,0,0,,13,12,80,127,0,3,15,254,False,,,,11_10_8_0_5_14_19_1_12_10_11_11_8_0_5_10_19_1_17_70_31_1_12_12_12_7_11_0_8_0_5_3_19_1_8_0_5_4_19_1_8_0_5_14_12_10_11_1_8_0_5_1_19_1_12_10_11_7_8_0_5_9_19_1_12_10_11_12_8_0_5_13_19_2_12_10_33_255
,,Cave,56,0,0,,14,13,80,127,0,3,15,254,False,,1_23_67_57_1_1_1_1,11_10_8_0_5_14_19_1_24_0_11_11_8_0_5_10_19_1_17_70_28_1_24_2_24_3_11_0_8_0_5_3_19_1_8_0_5_4_19_1_8_0_5_14_24_4_11_1_8_0_5_1_19_1_24_5_11_7_8_0_5_9_19_1_24_6_11_12_8_0_5_13_19_2_24_7_33_255,
Lava rock-throwing steady stone man,MS_hpi4,Cave,56,0,0,,14,13,80,127,0,3,15,254,False,,,,11_10_8_0_5_14_19_1_12_10_11_11_8_0_5_10_19_1_17_70_31_1_12_12_12_7_11_0_8_0_5_3_19_1_8_0_5_4_19_1_8_0_5_14_12_10_11_1_8_0_5_1_19_1_12_10_11_7_8_0_5_9_19_1_12_10_11_12_8_0_5_13_19_2_12_10_33_255
,,Mountain,57,0,4,,16,14,28,18,1,0,10,254,False,,1_49,1_1_2_100_23_0_11_99_5_5_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_1_2_0_23_1_33_255,
,,Mountain,57,0,4,,16,14,28,18,2,0,10,254,False,,53_47,2_100_23_0_11_99_5_5_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_1_254_0_23_1_33_255,
Pick to the left,MS_staDG,Mountain,57,0,4,,16,14,28,18,2,0,10,254,False,,,,2_100_6_14_11_99_5_5_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_1_254_0_6_14_33_255
Pick to the right,MS_staGD,Mountain,57,0,4,,16,14,28,18,1,0,10,254,False,,,,1_1_2_100_6_15_11_99_5_5_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_1_2_0_6_15_33_255
,,Cave,57,0,4,,23,5,28,18,0,0,10,254,False,,1_49,1_1_2_100_23_0_11_99_5_5_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_1_2_0_23_1_33_255,
,,Cave,57,0,4,,23,5,28,18,0,0,10,254,False,,53_47,2_100_23_0_11_99_5_5_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_1_254_0_23_1_33_255,
Pick to the left,MS_staDG,Cave,57,0,4,,23,5,28,18,0,0,10,254,False,,,,2_100_6_14_11_99_5_5_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_1_254_0_6_14_33_255
Pick to the right,MS_staGD,Cave,57,0,4,,23,5,28,18,0,0,10,254,False,,,,1_1_2_100_6_15_11_99_5_5_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_2_0_255_20_2_0_1_20_1_2_0_6_15_33_255
,,Mountain,57,0,7,,16,14,28,18,0,0,10,254,False,,,20_1_0_255_33_255,
Pick to the top,MS_stasup,Mountain,57,0,7,,16,14,28,18,0,0,10,254,False,,,,20_1_0_255_33_255
Pick to the top,MS_stasup,Cave,57,0,7,,23,5,28,18,0,0,10,254,False,,,,20_1_0_255_33_255
,,Mountain,57,0,8,,16,14,28,18,0,0,10,254,False,,,20_1_0_255_33_255,
Big pick to the top,MS_stabup,Mountain,57,0,8,,16,14,28,18,0,0,10,254,False,,,,20_1_0_255_33_255
,,Cave,57,0,8,,23,5,28,18,0,0,10,254,False,,,20_1_0_255_33_255,
